,Date,Title of Resource,Purpose,Description,URL,Summary,0,Substack,#N/A,Inspired By,Content,Created By
FALSE,11-17-22,Tag Feedback ,Feedback ,https://youtu.be/Kgewpw__RL8,https://docs.google.com/presentation/d/1Ko4jm4fCnCtjelKh94Rx4PskoOrFkpZBDkUGDPYGWS4/edit?usp=share_link,"🌟 Master the art of giving effective feedback with @kamiapp! 📝 Help your ss learn how to provide clear, organized feedback to engage learners and boost their success! 


https://kami.app/5zw-yEm-qPG-QeA",,,https://kami.app/5zw-yEm-qPG-QeA,,,@mrshowell24 
FALSE,11-17-22,"Week 3,5,7 ",Classroom Management,https://youtu.be/Ijt5uu6wbh4,https://docs.google.com/presentation/d/1qF3D_Q_8CbZHt8KF8rawZ7lx1Jt-u4ey0Xm9gxbd6oM/edit?usp=sharing,"The honeymoon ends in week three.

Weeks 3, 5, and 7 are when classroom systems start to slip. Kids test limits, energy dips, and routines get sloppy.

Here's how to reset without losing your cool 💪

Watch this: https://youtu.be/Ijt5uu6wbh4",,,,,,@mrshowell24 
FALSE,11-17-22,Grade Check,Data ,https://youtu.be/lN9E5jb_AW8,https://docs.google.com/spreadsheets/d/1-w1-E_2nw-2dYuIo9CiyPHSSwDkzZdP9mWgK4KvpwS4/edit?usp=sharing,"What if Grade Check was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/lN9E5jb_AW8",,,,,,@mrshowell24 
FALSE,11-19-22,MacBeth Parody,ELA Instructional Strategies,https://youtu.be/IZ1pfy97ZBM,https://docs.google.com/presentation/d/1u11d0XUId1KtawO3wIiUuQhN1R4aWWR20iOe3jvGNNg/edit?usp=sharing,"Shakespeare hits harder when students rewrite him.

A MacBeth parody lets kids twist the original into something funny, modern, or weird. They have to know the plot to break it.

It's the most painless way to teach a tough text 📖

Take a look: https://youtu.be/IZ1pfy97ZBM",,,,,,@mrshowell24 
FALSE,11-20-22,How to make a Game,Game Based Learning ,https://youtu.be/94cwt9ibJTo,https://docs.google.com/presentation/d/1qzg3hWS7_EOiOOUTmWe_zqsDE_7G0nW9Mut_2umhR10/edit?usp=sharing,"What if your kids made the game?

This Space walks them through building one from scratch with rules, art, and a goal. 🎲

Deep learning, real fun.

https://youtu.be/94cwt9ibJTo",,,https://kami.app/bcS-JiE-7Yy-5pZ,@Jonathanspike,,@mrshowell24 
FALSE,11-25-22,Timeline,Instructional Strategies,https://youtu.be/aQn8wbi2oP0,https://docs.google.com/presentation/d/1x2FDs0gWvGM5jmTNVqgxmA-sLYtd8xAhyb6x2rrXMlw/edit?usp=sharing,"Timelines bring any topic to life.

This Space turns dates and events into a kid-friendly story. 📜

Save this for your next big unit.

https://youtu.be/aQn8wbi2oP0",,,,,,"@mrshowell24
@meganFerne "
FALSE,11-26-22,Ima,Game Based Learning ,https://youtu.be/YKrNeJ9gbx4,https://docs.google.com/presentation/d/19DZPUOhvoZKMHeksD8CBFFRRpVZHLZd-B7KfAwAw1J8/edit?usp=sharing,"Want a game your kids will beg to play?

Ima is a quick group game that builds focus and team work. Perfect for transitions or those last few minutes before the bell.

Easy to learn, no setup, all energy 🎯

Watch the demo: https://youtu.be/YKrNeJ9gbx4",,,,@EricBartkowski,,@mrshowell24 
FALSE,11-27-22,Email Templates,Classroom Management,https://youtu.be/_HgkNPQkOco,https://docs.google.com/presentation/d/1awK5i8SLlHeiErxC3gYbghYjZqH9zgsZWHHgvRqWyTc/edit?usp=share_link,"Save this one for your next lesson plan.

Email Templates is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/_HgkNPQkOco",,,,,,@mrshowell24 
FALSE,11-27-22,Fortunately / Unfortunately,Game Based Learning ,https://youtu.be/YKrNeJ9gbx4,https://docs.google.com/presentation/d/1ALbu1om7_E3FxmyJYTbDBZlDidCBgVMB_YnEiyeL7YA/edit?usp=sharing,"Story games beat worksheets every time.

Fortunately, Unfortunately is a fast back-and-forth where each kid flips the story with one sentence. One says something good, the next says something bad. Repeat.

It builds creative thinking and listening skills without anyone realizing it's a lesson 🎲

See it in action: https://youtu.be/YKrNeJ9gbx4",,,,@EricBartkowski,,@mrshowell24 
FALSE,11-27-22,Pantomime Circle,Game Based Learning ,https://youtu.be/YKrNeJ9gbx4,https://docs.google.com/presentation/d/1qV5_lVz2X87N1gawyahK_aCsh2VPgmJEgSk6ZrnqAAM/edit?usp=sharing,"Two minutes in and they're already cracking up.

Pantomime Circle gets every kid moving without props or prep. Just acting, guessing, and laughing.

It works for warmups, brain breaks, or a vocab review with a twist 🎭

Watch it in action: https://youtu.be/YKrNeJ9gbx4",,,,@EricBartkowski,,@mrshowell24 
FALSE,11-27-22,Model Artist Clay,Game Based Learning ,https://youtu.be/YKrNeJ9gbx4,https://docs.google.com/presentation/d/1LILLY45qbyXUBKjphcQrL6-XGO-V024BDRF2-pv538o/edit?usp=sharing,"What if Model Artist Clay was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/YKrNeJ9gbx4",,,,@EricBartkowski,,@mrshowell24 
FALSE,11-27-22,One Word Story,Game Based Learning ,https://youtu.be/YKrNeJ9gbx4,https://docs.google.com/presentation/d/1vk53JRPR-g1XNn1ERFqg0n-fKnEpYcGeuzyr2fu4NJY/edit?usp=sharing,"What if your class wrote a story one word at a time?

This game gets every kid in the loop and laughing. 📝

A simple way to teach voice.

https://youtu.be/YKrNeJ9gbx4",,,,@EricBartkowski,,@mrshowell24 
FALSE,11-29-22,Video Feedback,Feedback ,https://youtu.be/NHPgo04efKY,https://docs.google.com/presentation/d/1p83CtD8PbHSgXmm70PPZmYZ7IG0HuOr9ZeH6F6oFPFE/edit?usp=sharing,"Some kids hear you better in a video.

This tool turns quick clips into kind, clear feedback they replay. 🎥

A simple shift, big trust.

https://youtu.be/NHPgo04efKY",,,,,,@mrshowell24 
FALSE,11-29-22,WeVideo & Canva,Technology Instructional strategies,https://youtu.be/L9ugvPVbem0,https://docs.google.com/presentation/d/10Bk7HHvWjqP6nBE9IitLuYBwUSLi9At3gp6-Wmvzotk/edit?usp=sharing,"You don't need ten apps to make kids look like creators.

You need two: WeVideo and Canva.

One handles video. The other handles posters, slides, and social-style content. Together they cover almost every project a class might need.

Save the demo: https://youtu.be/L9ugvPVbem0 🎬",,,,,,@mrshowell24 
FALSE,12-1-22,12 days of Techmas- Make and Take,Session,https://youtube.com/live/rYSQ_HM_vmc,https://docs.google.com/presentation/d/1UGPGbzscJWcKlSvx6sU8VVSv9vPRq7m4Lh5FIIO4DQI/edit?usp=sharing,"Twelve days, twelve tech wins.

This make and take series gives you one fresh tool each day to keep, share, and use. 🎄

A cozy way to grow your toolkit.

https://youtu.be/rYSQ_HM_vmc",,,,,,
FALSE,12-2-22,Make & Take- Timers,Session,https://youtube.com/live/YiBva-H10bo,https://docs.google.com/presentation/d/1ylmSjQmf7dC-tqRE1x5ihfd6t_OFcpTegjoa2bmB2GE/edit?usp=sharing,"Need timers that just work?

This make and take session has you walking out with five ready to use. ⏱️

Save the doc and reuse all year.

https://youtu.be/YiBva-H10bo",https://app.schoolai.com/space/cmnrsebe802px8obvtv6citqh,,,,,
FALSE,12-3-22,Rap it Out,Instructional Strategies,https://youtu.be/tgIyn7O9lEE,https://docs.google.com/presentation/d/1xQopDtSFXVnrBpH7_L0Z6rAPkMxaG2M_y2Est7BfcDM/edit?usp=share_link,"A sixth grader once asked me, ""Can we rap the vocab list?""

I said yes. Half panicked. Half excited.

We turned ten science terms into a one minute rhyme. Three weeks later, every kid still knew the words.

Rap it Out is a real strategy. Watch how to set it up: https://youtu.be/tgIyn7O9lEE 🎤",,,🎤 Ready to show off your creative side? 🌟 Join the fun and rap it out with this engaging learning activity! 🎶📝 Let your imagination run wild as you craft your very own rap or poem. Check out the details here:  https://buff.ly/4dimlmc ,,,@mrshowell24
FALSE,12-3-22,Zone of Regulations,Classroom Management,https://youtu.be/QFx_emtOUzg,https://docs.google.com/presentation/d/1RI1BcNkw7mZHsvfUsnfUxPN22TQTn_HMsQV0Fj6J7v0/edit?usp=sharing,"Save this one for your next lesson plan.

Zone of Regulations is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/QFx_emtOUzg",,,,,,@mrshowell24 
FALSE,12-3-22,Math hacks ,Math Instructional Strategies,https://youtu.be/ou03o7l3KNI,https://docs.google.com/presentation/d/1R1tMTD3IFfZ4tbHLi5u9UHxLkaFekNo6pZSY2xokHzY/edit?usp=share_link,"What if Math hacks was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/ou03o7l3KNI",,,,,,"@mrshowell24 
Jenny Nihiser "
FALSE,12-5-22,Stinky Fish,Game Based Learning ,https://youtu.be/O85_bie8BZA,https://docs.google.com/presentation/d/1rri-kmdYnn9tqJu4xc3wyXDZOiLoC0ReHVEmVrHSNTs/edit?usp=share_link,"Got a stinky fish in your class?

This game helps your kids name what's bugging them and clear the air. 🐟

Funny, kind, and weirdly powerful.

https://youtu.be/O85_bie8BZA",,,https://kami.app/wey-vq6-L7n-bMk,Uberationish ,,@mrshowell24 
FALSE,12-5-22,Fish Bowl,Discussion,https://youtu.be/9niyZVjOOiM,https://docs.google.com/presentation/d/1d6zPKIBQKAY8AHfa6hc895ZbvqKKf4pZttoEoYb-Pz0/edit?usp=sharing,"The best class talks happen when kids learn by watching first.

That's the Fish Bowl.

A small group debates. Everyone else takes notes on what's working. Then they tag in.

By round two, the talk is sharper and every kid is in it.

Watch the routine: https://youtu.be/9niyZVjOOiM 🐟",,,,,,@mrshowell24
FALSE,12-6-22,Cafe Seating,Classroom Management,https://youtu.be/w6xFyj-4f5w,https://docs.google.com/presentation/d/1rSHJyXIV9q2TLj06D-Cv_DWtAwKA7w2Y9rB0pbDEHUQ/edit?usp=sharing,"What if your room felt like a cafe?

This seating set up makes class cozy and focused all at once. ☕

A tiny shift with a big mood lift.

https://youtu.be/w6xFyj-4f5w",,,,,,"@pertuzluisfer
@mrshowell24 "
FALSE,12-14-22,Timers,Classroom Management,https://youtu.be/slySGOCLs1I,https://docs.google.com/presentation/d/10-G-f-_5Cfjk7XoDFsoeCn99kGkHI1eJMQNuq9egXjg/edit?usp=sharing,"Want pace, focus, and zero ""are we done yet?""

Use a timer.

Sounds simple. The shift is huge. Kids know exactly how long they have and lean in. You stop nagging and start coaching.

See which timers I use: https://youtu.be/slySGOCLs1I ⏰",,,,DR. LORI FRIESEN,,@rshowell24 
FALSE,12-19-22,tough Days,Classroom Management,https://youtu.be/LwwwJX2pRp8,https://drive.google.com/drive/folders/1R0wJHZ6-iqx1lKAiWbr3xYjkOg8K7dsl,"Save this one for your next lesson plan.

tough Days is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/LwwwJX2pRp8",,,,@SicotteDanielle,,@mrshowell24 
FALSE,12-24-22,Resource Hub,Organization ,https://youtu.be/owBvqfdCNbs,https://docs.google.com/spreadsheets/d/1VkzjTbg8Pljzt93qgojXpYcNEWTFzMoL4-SITFSjKvI/edit?usp=sharing,"Tired of ""what link was that again?""

A Resource Hub fixes it.

One page. Every tool, doc, and link your students need. Update it once and let it run.

The first hour you spend on this saves you twenty.

Watch how to build one: https://youtu.be/owBvqfdCNbs 🗂️",,,,,,@mrshowell24 
FALSE,12-27-22,Must Do/ Can Do/ Aspire To Do,Classroom Management,https://youtu.be/kxyXCiDHSGg,https://docs.google.com/presentation/d/1M8gfuwCmoDrNST8l4X5vNouGaww-ClGsFsBhh26PNz0/edit?usp=sharing,"What if Must Do/ Can Do/ Aspire To Do was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/kxyXCiDHSGg",,,https://kami.app/tHT-XxJ-9ZR-EXk,,,@mrshowell24
FALSE,12-28-22,One Word,Reflection  ,https://youtu.be/f2-EIN8Dlpk,https://docs.google.com/presentation/d/1Ggcvv-xOXs-ufvA1OVKAQbxKHosS2cDhty2cSvp0H9U/edit?usp=sharing,"📢 Kickstart the week with the empowering ""One Word"" activity for your students. 🌟 Let them choose a word that represents their aspirations, explain their choice, and create a plan to achieve it. 
https://youtu.be/f2-EIN8Dlpk",,,https://kami.app/2Kc-wXh-ptV-p3H,Create- Abilities ,,@mrshowell24
FALSE,1-4-23,Math Tiles 0-9,Math Instructional Strategies,https://youtu.be/CnT-P0YQXiE,https://docs.google.com/presentation/d/1W5YlWEn7dMlYytFSPobaJG3IWVVOATqEg13i-sEpgxE/edit?usp=sharing,"Need one math tool that works in every unit?

Math Tiles 0-9.

Ten little squares, endless uses. Order numbers, build problems, sort by value, race against a peer.

Cheap, simple, and kids love them.

Grab the lesson tour: https://youtu.be/CnT-P0YQXiE 🔢",,,,,,@mrshowell24
FALSE,1-5-23,Coaching Observations,Coaching ,https://youtu.be/HKaQbWNLeOw,https://docs.google.com/presentation/d/1gnzeOWplbBvxtN54kPXM350k8BX9KuaJN8J0PqLQtxg/edit?usp=share_link,"Observations should help, not haunt.

This Space gives coaches a clear, kind frame for every visit. 🔍

Real feedback, real growth.

https://youtu.be/HKaQbWNLeOw",,,https://kami.app/pvx-pKN-CEZ-1hM,,,@mrshowell24 
FALSE,1-5-23,54321 Visual,Classroom Management,https://youtu.be/NmNz53BmKrU,https://docs.google.com/presentation/d/1jZ7_vsW4Lgq7jiIVdpCu7ZQsELADrV18HLAwaG3R8_k/edit?usp=sharing,"Some moments need a pause.

This 54321 visual helps any kid drop into the room when feelings get big. 🌬️

A tool for the toughest minutes.

https://youtu.be/NmNz53BmKrU",,,,@mrs_truckman,,@mrshowell24
FALSE,1-6-23,What if the British,Social Studies Instructional strategies,https://youtu.be/faLwZGTliOs,https://docs.google.com/presentation/d/13YJAohcgkIMG3G6E84YVBQEHjwVUbY7BqEpCy91oavI/edit?usp=share_link,"🎉 Explore an engaging classroom activity where students ponder, create, and share ideas about an alternate history scenario - what if the British had won the Revolutionary War? 🤔 Get ready to unleash your creativity with this exciting project! https://buff.ly/3xTOJel ",,,,,,@mrshowell24 
FALSE,1-12-23,Smart Goals,Goal,https://youtu.be/16pSWzRCn8Q,https://docs.google.com/presentation/d/1D7WaCRP4dUvCArgx2xubu6l7b5Px1ux8KL3kAyE1YWQ/edit?usp=sharing,"A goal without a plan is just a wish.

Smart Goals give kids a frame. Clear, sized right, tied to a date.

Use them at the start of a unit and let kids track their own growth. They'll show up different when they own the target.

Watch the setup: https://youtu.be/16pSWzRCn8Q 🎯",,,https://kami.app/kYs-TxZ-7RJ-NAM,,,@mrshowell24 
FALSE,1-13-23,Bizzy Bee,Classroom Management,https://youtu.be/nSxNIEYClrs,https://docs.google.com/presentation/d/19lP2qlg8_PZlvdap_drVTzy1354mfnGvCn4ZADlo56Y/edit?usp=sharing,Check out this awesome idea for organizing classroom support! Create a number system for students to grab when they need help. Stay organized and keep the positive vibes flowing in your classroom! #EduTips 🍎✨ https://buff.ly/4aICakx ,,,,,,@mrshowell24 
FALSE,1-16-23,Coaching Sign Up,Coaching ,https://youtu.be/7MV85B0nXAI,https://docs.google.com/spreadsheets/d/1VBFZqnuQs1X8GjHVSSH10nv-WlrwbPdqg0GiiPoY1a0/edit?usp=sharing,"Save this one for your next lesson plan.

Coaching Sign Up is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/7MV85B0nXAI",,,,,,@mrshowell24 
FALSE,1-17-23,Podcast,Instructional Strategies,https://youtu.be/lt5bD67qmnY,https://docs.google.com/presentation/d/1wpFAO49sJ4H9RkGiugONIjY5vey0vcak04paI5kssqI/edit?usp=sharing,"🎧 Hey teachers! Looking for a fun activity for your students to do while listening to podcasts? Check out this cool idea to engage them in listening, annotating, and reflecting on podcast episodes. It's a blast! 📜💡 #PodcastActivity #StudentEngagement #EduChat ✨ @kamiapp 
https://buff.ly/3NnnEVF ",,,https://kami.app/EnA-yFk-btq-KCB,,,@mrshowell24 
FALSE,1-17-23,Stations,Blended Learning ,https://youtu.be/UdsF4hhDo8M,https://docs.google.com/presentation/d/1ONxZCQJy9UdI8Hb92hQzI9boXpQsUs1SMy7xpgDiTQo/edit?usp=sharing,"Share the magic of station rotation with your students, too! ✨


https://buff.ly/3VB3fkU 

",,,,,,@mrshowell24 
FALSE,1-17-23,Million Dollar Project,Math Instructional Strategies,https://youtu.be/jfN8K78egHY,https://docs.google.com/presentation/d/1nL-PeFIMEOcyxtEZhE4i_GsLNlcMQ07YA6oJbcAPvoI/edit?usp=sharing,"What would your kids buy with a million bucks?

The Million Dollar Project hands them a budget, a wish list, and zero answers.

They have to do the math, weigh trade-offs, and defend their choices.

Real life math, zero worksheets.

Watch it here: https://youtu.be/jfN8K78egHY 💰",,,,,,@mrshowell24 
FALSE,1-18-23,Post Reading,ELA Instructional Strategies,https://youtu.be/WtjSBsBmc84,https://docs.google.com/presentation/d/1exPqkRmvGkYsRAbyHn3W11f15KtxlZauFBfYv9c7QLk/edit?usp=sharing,"Check out this awesome post-reading choice board! 📚✨ Students can pick from fun options like being a Disc Jockey, Journalist, or Filmmaker to express their book understanding. Keeping it simple with three choices helps them shine without feeling overwhelmed! 
https://buff.ly/3Yzqlbw ",,,,,,@mrshowell24
FALSE,1-19-23,Crazy 8's,Reflection  ,https://youtu.be/_nYno7r-Hq0,https://docs.google.com/presentation/d/1vsdAfcKVWYdKtoadHE3egPVPSenDkXBWaoFkd-85S20/edit?usp=sharing,"Excited to try out design sprints in class! 🎉 Students will unleash their wild ideas in just 30 seconds per box. Let's push creativity to new heights! #Education #DesignThinking ✨
https://buff.ly/3AG0Pt6 ",,,https://kami.app/NRC-JPR-HSt-mRc,,,@mrshowell24 
FALSE,1-19-23,Word Matrix,Vocabulary,https://youtu.be/b00St_z_Krg,https://docs.google.com/presentation/d/1JVqVUVZgqGXBNOYLTsUjV4v5hQisq9UTqpHD1NWjjhU/edit?usp=sharing,"Unlock your creativity with our Word Matrix activity! 🎉 Choose words, create sentences, and practice fluency by recording your voice. Let’s make learning fun and interactive! 

https://buff.ly/4hBMXRt ",,,https://kami.app/zLK-Jkn-p8D-RZu,,,@mrshowell24 
FALSE,1-19-23,Meditation,Classroom Management,https://youtu.be/Q6smYsjKrsQ,https://docs.google.com/presentation/d/1GFXwy87G782z5FL4RJqE8c3OEBNVZWEAaEyNsAf9jAs/edit?usp=sharing,"What if Meditation was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/Q6smYsjKrsQ",,,https://kami.app/fS8-rtq-gNA-9eF,,,@mrshowell24 
FALSE,1-21-23,Setting Objectives,Goal,https://youtu.be/dCt2THDMBN8,https://docs.google.com/presentation/d/1Ot6ZmK2OWiRS7eTpsm-Oq6YqxP19bE5XO2dlBEASWSY/edit?usp=sharing,"A clear goal on the board changes the whole lesson.

Kids know where they're going. You know what to check for.

Try writing one in kid friendly words and check it again at the end of class. It's a tiny shift with a big win.

Watch the breakdown: https://youtu.be/dCt2THDMBN8 🎯",,,,,,@mrshowell24 
FALSE,1-22-23,Goal Tracker,Goal,https://youtu.be/naACAag7N_8,https://docs.google.com/spreadsheets/d/1szI6o1DIuvURqmQkcFp9sSxcieL4cjUA2ELKyu8-mTw/edit?usp=sharing,"A kid with a goal walks taller.

This tracker shows every step, win, and stretch. 🎯

Kids see growth, you see joy.

https://youtu.be/naACAag7N_8",,,,,,
FALSE,1-22-23,Chat GPT,Technology Instructional strategies,https://youtu.be/tNXIQVcN2aA,https://docs.google.com/presentation/d/17-ssgnx4NwvCtsyBEXa1dGTwtd51t45VULo3CMIcPUo/edit?usp=sharing,"ChatGPT isn't a cheat code. It's a thinking partner.

Used right, it helps kids draft, revise, and explain their ideas faster.

The trick is teaching them to push back on the bot, not just take what it gives them.

Here's how I do it: https://youtu.be/tNXIQVcN2aA 🤖",,,,,,@mrshowell24 
FALSE,1-22-23,Daily Planner,Classroom Management,https://youtu.be/yYfUMTngbtU,https://docs.google.com/presentation/d/17_MMuep5GtUKdEFJ_UBscgIKphJY3sfICyrQPXFIvxY/edit?usp=sharing,"Days fly by without a plan.

This daily planner gives you a clean shape for each block, kid, and goal. 📒

Save this for Sunday set up.

https://youtu.be/yYfUMTngbtU",,,https://kami.app/1in-x5Z-9Jb-Edg,One Giggle ,,@mrshowell24 
FALSE,1-23-23,ACE,Classroom Management,https://youtu.be/kKoZo8xD6s4,https://docs.google.com/spreadsheets/d/1n6CPxrdqZC5zMd7pkjtzrSfl9-U5WApw11DYe6EbxgA/edit?usp=sharing,"Save this one for your next lesson plan.

ACE is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/kKoZo8xD6s4",,,,,,@mrshowell24 
FALSE,1-24-23,Mystery Prediction,Instructional Strategies,https://youtu.be/vw479OvkFx4,https://docs.google.com/presentation/d/1DesgZM491eJYo0zZ26lIkYS9Fl4jByYDWy44HDIHcgw/edit?usp=sharing,"🔍 Get ready to become master detectives! 🕵️‍♀️🔎 SS will work together to unravel the story based on quotes and clues. It's a fun and engaging way to foster critical thinking and collaboration. Let the predictions begin! #MysteryPredictions #CriticalThinking

https://kami.app/EnA-yFk-btq-KCB",,,https://kami.app/dCZ-vz1-b6x-FTa,Eb Teacher ,,@mrshowell24 
FALSE,1-24-23,Treasure Hunt,Instructional Strategies,https://youtu.be/0DRjWdl-ycI,https://docs.google.com/presentation/d/1Xcv2WO5B-KcI21s2cd8Q67eW0iv7AhbwV7e7blgURIE/edit?usp=sharing,"Hide the lesson. Make them find it!

A classroom treasure hunt turns any topic into a mission. Clues, teams, finds, wins.

Kids beg for the next one 🗺️

Watch the play: https://youtu.be/0DRjWdl-ycI",,,,Eb Teacher ,,@mrshowell24 
FALSE,1-25-23,Howell Takeover,Coaching ,https://youtu.be/5yNtoN06bzo,https://docs.google.com/presentation/d/1u-tICbftIhQqrN3so6l-alf6qdEqLXSFMPN4qrgFSc8/edit?usp=sharing,"I spent a day teaching a coach's class. They called it the Howell Takeover!

Same kids. Same room. Different lens. I learned more in three hours than I had all year.

Coaching works both ways 🙌

Watch the recap: https://youtu.be/5yNtoN06bzo",,,,,,@mrshowell24 
FALSE,1-25-23,Struggling Students,Classroom Management,https://youtu.be/IdOv0QvhqG4,https://docs.google.com/presentation/d/1KbOVNeJHppH_pkTNXcwfEF4WWvcxxgj12t9UDQf2X8w/edit?usp=sharing,"What if Struggling Students was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/IdOv0QvhqG4",,,https://kami.app/Afi-LcR-R18-ZeS,,,@mrshowell24 
FALSE,1-26-23,Behavior Inference,Classroom Management,https://youtu.be/_iExEywQHCk,https://docs.google.com/presentation/d/1Gjk-zqJ3bdID6-MbXj-NZdaboPWkQO7BATJPfEOuJ7U/edit?usp=sharing,"Behavior is data, not a label.

This Space helps you read the why behind a kid's actions and act with care. 🔎

A kind, smart move for any room.

https://youtu.be/_iExEywQHCk",,,,,,@mrshowell24 
FALSE,1-26-23,Progression of Talk,Classroom Management,https://youtu.be/DNrC1x8tf4k,https://docs.google.com/presentation/d/1V_7g3w9-klxHmFAiaD35ioEExJnOtoPRlbZABcNrG7g/edit?usp=sharing,"Some classes never get past easy chat.

This Progression of Talk helps your kids climb to deep, kind dialogue. 🪜

Save this for every Socratic seminar.

https://youtu.be/DNrC1x8tf4k",,,,,,@mrshowell24 
FALSE,2-3-23,Sketch & Tell o,EduProtocols,https://youtu.be/dAEz9vIVDuQ,https://docs.google.com/presentation/d/1c5MdZrEtjV_Kqf7-kw1MyZo6ZU3ZVstnaZJ20HtSo9s/edit?usp=sharing,"Some kids think in pictures. Sketch and Tell lets them lead!

Draw a quick sketch of what you learned. Then tell a peer what your sketch shows.

Pure gold for visual thinkers 🎨

Watch the move: https://youtu.be/dAEz9vIVDuQ",,,https://kami.app/U7L-1Mi-FRd-GMW,@dhelmEDU,,@mrshowell24
FALSE,2-12-23,Friday Reflection,Reflection  ,https://youtu.be/VKQ8J3FDBJg,https://docs.google.com/presentation/d/1Uj3iQjALV-9GQmExQXB2DuQdSa-XshpTXpSRJXTOoBo/edit?usp=sharing,"Fridays feel chaotic. That's why they need a beat.

Five minutes, three questions: What worked? What flopped? What's next?

You'll close the week clearer than you started it!

Watch the routine: https://youtu.be/VKQ8J3FDBJg 🌟",,,https://kami.app/uUW-RWx-E6b-xhs,@prestoplans,,@mrshowell24
FALSE,2-12-23,Video Activity,Instructional Strategies,https://youtu.be/QRqk6fjGfps,https://docs.google.com/presentation/d/1_QpwYdN_kNd5HxhJRwHLMjSY-Ss6m83AKaLw-Lpwjds/edit?usp=share_link,"Save this one for your next lesson plan.

Video Activity is low prep, high pull, and lands fast. Pin it now so you have it when you need it!

See how it plays out 📌

https://youtu.be/QRqk6fjGfps",,,https://kami.app/1r5-zst-6ud-XeU,@gret,,@mrshowell24
FALSE,2-13-23,Silent Debate,Discussion,https://youtu.be/wvjZycyWLbk,https://docs.google.com/presentation/d/1tPCzH-j6gJf1M2RM__l2oopD0w7X-DD9tm6Jv-6w8jY/edit?usp=share_link,"The loudest kid wins every debate. So I made mine silent!

Big paper, one claim, kids pass it around and write their reply. Quiet kids shine. Loud kids slow down.

Best talk of the week 🗣️

Watch the run: https://youtu.be/wvjZycyWLbk",,,https://kami.app/uMa-JtW-jyc-bir,,,@mrshowell24
FALSE,2-13-23,Tech Observation,Classroom Management,https://youtu.be/QQ2cbAxPmJ8,https://docs.google.com/presentation/d/1uUoM31ikoCvadgLqt13eKfOVkay6l3qavu1F97Mfs4g/edit?usp=sharing,"What if Tech Observation was the one move that shifted your week?

It's quick, it's clear, and it gives kids something to chew on. No big lift. Big payoff!

See how it plays out ✨

https://youtu.be/QQ2cbAxPmJ8",,,,,,@mrshowell24 
FALSE,2-15-23,roll It,Group Work ,https://youtu.be/_3TYXDE6vqk,https://docs.google.com/presentation/d/1Pvganib5AzdmurYy2ID32IrDQglStjm3xWjwPDmf8lQ/edit#slide=id.p,"📚 Roll the Dice and Dive into Reading! 🎲 A fantastic activity to make reading interactive. Roll the dice, answer questions, and explore the story in a whole new way. 📖🎉 Keep young readers engaged and excited about books! 📢👧📚 #ReadingFun #InteractiveLearning






https://buff.ly/46YzP2U",,,https://kami.app/JWj-xAe-9pz-gQc,@theliteracydive,,@mrshowell24 
FALSE,2-19-23,Case Study,Social Studies Instructional strategies,https://youtu.be/SMbsFesA5aA,https://docs.google.com/presentation/d/1KrAuee2gE7lug3eHYw3QWKt6eIiDbqBlU88OErblVmk/edit?usp=sharing,"Real stories make history stick.

This case study Space turns any lesson into a deep dive kids own. 📜

A simple shift, a big jump in thinking.

https://youtu.be/SMbsFesA5aA",,,,@Marshall_AmyL,,@mrshowell24 
FALSE,2-21-23,Writing on the Run,ELA Instructional Strategies,https://youtu.be/hXoHSWKQzVA,https://docs.google.com/presentation/d/1VN6JaDBrVqydBF-KjdPmrp_E4KhIdGeDUfSVfeohMcs/edit,"Writing should not always mean sitting still.

This Writing on the Run lesson moves kids' bodies and their pencils. ✍️

A fun way to draft.

https://youtu.be/hXoHSWKQzVA",,,https://kami.app/HNp-ic8-Wqm-VrN,,,@mrshowell24 
